id,ref,subject,description,sprint_id,sprint,sprint_estimated_start,sprint_estimated_finish,owner,owner_full_name,assigned_to,assigned_to_full_name,assigned_users,assigned_users_full_name,status,is_closed,swimlane,back-points,design-points,front-points,ux-points,total-points,backlog_order,sprint_order,kanban_order,created_date,modified_date,finish_date,client_requirement,team_requirement,attachments,generated_from_issue,generated_from_task,from_task_ref,external_reference,tasks,tags,watchers,voters,due_date,due_date_reason,epics
9156138,21,Agregar Sala,"### ID: Agregar Sala

### Titulo

**Como** recepcionista  
**quiero** agregar una sala  
**para** asignarla a una clase

### Reglas de negocio

*   No se puede repetir el identificador de la sala

### Criterios de aceptación

Escenario 1: Agregado Exitoso

```gherkin
Dado un identificador de sala “A-08” que no se encuentra registrado en el sistema y el cupo máximo “50” el cual es mayor a 0.
Cuando se ingresa el identificador “A-08”, el cupo “50” y se presiona agregar.
Entonces el sistema informa que la sala se agregó correctamente.
```

Escenario 2: Agregado de sala fallido por identificador ya existente.

```gherkin
Dado un identificador de sala “A-01” que ya se encuentra registrado en el sistema.
Cuando se ingresa el identificador “A-01”, el cupo “50” y se presiona agregar.
Entonces el sistema informa que la sala “A-01” ya se encuentra registrada en el sistema.
```

Escenario 3: Agregado de sala fallido por cupo invalido.

```gherkin
Dado un identificador de sala “A-08” que no se encuentra registrado en el sistema y un cupo “-1” el cual no es mayor a 0.
Cuando se ingresa el identificador “A-01”, el cupo “-1” y se presiona agregar.
Entonces el sistema informa que el cupo debe ser mayor a 0.
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776180321100157,1776180321100160,1776180321100161,2026-04-14 15:25:21.100166+00:00,2026-04-22 01:54:25.678017+00:00,,False,False,0,,,,,,,[],0,,,9
9156141,22,Deshabilitar Sala,"### ID: Deshabilitar Sala

### Titulo

**Como** recepcionista   
**quiero** deshabilitar una sala   
**para** que no se le asignen clases

### Reglas de negocio

*   No se pueden deshabilitar salas con clases asignadas

### Criterios de aceptación

Escenario 1: Deshabilitacion exitosa

```gherkin
Dado una sala ""A-01"" sin clases asignadas proximas.
Cuando se selecciona la sala ""A-01"" y se presiona ""Deshabilitar"".
Entonces el sistema informa que la sala fue deshabilitada exitosamente.
```

Escenario 2: Deshabilitacion fallida por clases asignadas

```gherkin
Dado una sala ""A-02"" con clases asignadas proximas.
Cuando se selecciona la sala ""A-02"" y se presiona ""Deshabilitar"".
Entonces el sistema informa que la sala aun tiene clases proximas.
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776180379893811,1776180379893814,1776180379893815,2026-04-14 15:26:19.893819+00:00,2026-04-22 01:54:37.045161+00:00,,False,False,0,,,,,,,[],0,,,9
9156143,23,Modificar Sala,"### ID: Modificar Sala

### Titulo

**Como** recepcionista  
**quiero** modificar una sala  
**para** actualizar sus datos

### Reglas de negocio

*   El identificador de la sala no puede repetirse
*   El nuevo cupo de la sala debe ser mayor o igual al cupo de cualquier clase ya asignada.

### Criterios de aceptación

Escenario 1: Modificacion exitosa

```gherkin
Dado la sala ""A-01"" con cupo ""50"" sin clases con cupo maximo mayor a ""35"", el identificador ""A-10"" el cual no se encuentra registrado en el sistema y el cupo ""35"" el cual es mayor a 0. 
Cuando se ingresa ""A-10"", el cupo ""35"" y se presiona ""Aplicar cambios."".
Entonces el sistema informa que la sala se modifico con exito.
```

Escenario 2: Modificacion fallida por identificador repetido.

```gherkin
Dado la sala ""A-02"" con cupo ""50"" sin clases con cupo maximo mayor a ""35"" y el identificador ""A-12"" el cual ya se encuentra registrado en el sistema.
Cuando se ingresa ""A-12"", el cupo ""35"" y se presiona ""Aplicar cambios."".
Entonces el sistema informa que ya existe una sala con ese nombre.
```

Escenario 3: Modificacion fallida por cupo menor a una clase registrada

```gherkin
Dado la sala ""A-03"" con cupo ""50"" la cual posee clases con cupo maximo mayor a ""35"", el identificador ""A-13"" el cual no se encuentra registrado en el sistema y el cupo ""35"" el cual es mayor a 0.
Cuando se ingresa ""A-13"", el cupo ""35"" y se presiona ""Aplicar cambios."".
Entonces el sistema informa que aun existen clases asignadas a la sala con cupo mayor a 35.
```

Escenario 4: Modificacion fallida por cupo invalido

```gherkin
Dado la sala ""A-04"" con cupo ""50"", el identificador ""A-14"" el cual no se encuentra registrado en el sistema y el cupo ""-1"" el cual es menor a 0.
Cuando se ingresa ""A-14"", el cupo ""35"" y se presiona ""Aplicar cambios."".
Entonces el sistema informa que el cupo debe ser mayor a 0.
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776180420740030,1776180420740032,1776180420740033,2026-04-14 15:27:00.740038+00:00,2026-04-22 01:54:51.857367+00:00,,False,False,0,,,,,,,[],0,,,9
9156145,24,Listar salas,"### ID: Listar Salas

### Titulo

**Como** recepcionista  
**quiero** listar las salas  
**para** ver la informacion de las mismas

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Listado de salas

```gherkin
Dado que existen salas para mostrar.
Cuando se presiona el boton ""Listar salas""
Entonces se muestran todas las salas junto a su estado.
```

Escenario 4: Listado vacio

```gherkin
Dado que no existen salas para mostrar.
Cuando se presiona el boton ""Listar salas""
Entonces se informa que no aun no hay salas para mostrar.
```

_Nota: El estado es Habilitada y Deshabilitada_",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776180446034100,1776180446034103,1776180446034104,2026-04-14 15:27:26.034110+00:00,2026-04-22 01:55:03.332224+00:00,,False,False,0,,,,,,,[],0,,,9
9156146,25,Ver sala,"### ID: Ver Sala

### Titulo

**Como** recepcionista  
**quiero** ver el detalle de una sala  
**para** ver la informacion y opciones de la misma

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Vista exitosa con clases asignadas

```gherkin
Dado una sala ""A-01"" con clases asignadas proximas.
Cuando se presiona sobre el identificador ""A-01"".
Entonces el sistema muestra la informacion de la sala ""A-01"" junto a sus clases asignadas proximas y los botones ""Modificar Sala"", ""Deshabilitar Sala"" y ""Eliminar Sala"".
```

Escenario 2: Vista exitosa sin clases asignadas

```gherkin
Dado una sala ""A-02"" con clases asignadas proximas.
Cuando se presiona sobre el identificador ""A-02"".
Entonces el sistema muestra la informacion de la sala ""A-02"" junto a los botones ""Modificar Sala"", ""Deshabilitar Sala"" y ""Eliminar Sala"".
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776180475988175,1776180475988177,1776180475988178,2026-04-14 15:27:55.988183+00:00,2026-04-22 01:55:20.242570+00:00,,False,False,0,,,,,,,[],0,,,9
9159538,26,Generar QR,"### ID: Generar QR

### Titulo: **Como** cliente **quiero** generar mi código QR personal desde la aplicación **para** poder acreditar mi asistencia al ingresar a la clase

### Reglas de negocio

El código QR debe ser único por usuario y permitir al recepcionista validar la identidad.

Para generar el QR, el cliente debe poseer una reserva activa para el día y horario en el que se encuentra.

La cuenta del usuario no debe estar suspendida por falta de pago (haber superado los 10 días de gracia)

El perfil del cliente debe contar con la ficha médica cargada

### Criterios de aceptación

Escenario 1: Generación de QR exitosa:

```gherkin
Dado que el cliente “Js@gmail.com” tiene una reserva para la clase de hoy jueves 23/4 Yoga a las 19:00, tiene su cuota paga y su ficha médica cargada

Cuando presiona el botón “Generar QR” dentro de la aplicación móvil.

Entonces el sistema genera y muestra en pantalla un código QR para ser escaneado en recepción.
```

Escenario 2: Generación fallida por falta de pago:

```gherkin
Dado que el cliente “PedroPerez@gmail.com” se encuentra en el undécimo día posterior a su fecha de facturación y no ha registrado el pago.

Cuando presiona el botón “Generar QR” dentro de la aplicación móvil.

Entonces el sistema muestra en pantalla un mensaje indicando que su mensualidad se encuentra suspendida por falta de pago.
```

Escenario 3: Generación fallida por falta de reserva:

```gherkin
Dado que el cliente “Js@gmail.com” tiene una reserva para la clase de hoy jueves 23/4 Yoga a las 19:00

Cuando presiona el botón “Generar QR” dentro de la aplicación móvil.

Entonces el sistema informa en pantalla que no posee reserva activa para el turno actual y no muestra el código
```

Escenario 4: Generación fallida por falta de ficha médica

```gherkin
Dado que el cliente “PedroPerez@gmail.com” se ha registrado pero aún no ha subido su ficha médica obligatoria al perfil

Cuando presiona el botón “Generar QR” dentro de la aplicación móvil.

Entonces el sistema le solicita cargar el documento médico.
```",,,,,juansegobia,Juan Segobia,juansegobia,Juan Segobia,juansegobia,Juan Segobia,New,False,,1.0,1.0,1.0,1.0,4.0,1776257121011217,1776257121011220,1776257121011221,2026-04-15 12:45:21.011227+00:00,2026-04-24 14:23:17.369291+00:00,,False,False,0,,,,,,,[],0,,,4
9159539,27,Escanear QR,"### ID:  Escanear QR

### Titulo:

**Como** recepcionista
**quiero** escanear el código QR del cliente
**para** validar visualmente su identidad mediante su foto y registrar automáticamente su asistencia a la clase.

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Registro de asistencia exitoso

```gherkin
Dado que el recepcionista ha iniciado sesión y que el recepcionista se encuentra en la pantalla de control de acceso
Cuando escanea el código QR y presiona el botón ""Confirmar Ingreso""
Entonces el sistema registra la asistencia en el historial del cliente, actualiza el cupo de la clase y muestra un mensaje de éxito
```

Escenario 2:  Validación visual fallida

```gherkin
Dado que el recepcionista se encuentra en la pantalla de control de accesos
Cuando el recepcionista escanea el QR, la foto mostrada en el sistema no coincide con la persona física y presiona el botón ""Denegar Acceso"" e ingresa el motivo ""Identidad no coincide""
Entonces el sistema cancela la operación, no registra la asistencia y guarda el registro del intento denegado con su respectivo motivo
```

Escenario 3:  Registro de asistencia fallido por QR invalido.

```gherkin
Dado que el recepcionista se encuentra en la pantalla de control de accesos
escanea un código QR que no es reconocido por el sistema o se encuentra vencido,
Entonces el sistema informa que el QR no es valido y cancela la operación sin registrar la asistencia
```",,,,,juansegobia,Juan Segobia,juansegobia,Juan Segobia,juansegobia,Juan Segobia,New,False,,1.0,1.0,1.0,1.0,4.0,1776257134104521,1776257134104523,1776257134104524,2026-04-15 12:45:34.104528+00:00,2026-04-24 01:58:01.284752+00:00,,False,False,0,,,,,,,[],0,,,4
9159541,28,Anotar asistencia manual,"### ID: Anotar asistencia manual

### Titulo:

**Como** administrativo
**quiero** buscar a un cliente en el sistema
**para** registrar su asistencia manualmente y se descuente su pase en situaciones donde no pueda utilizar su código QR

### Reglas de negocio

* El cliente debe poseer una reserva activa para la clase y horario actual.
* No se puede registrar asistencia si el cliente tiene más de 10 días de mora (a partir del día 11 la cuenta se considera suspendida).
* El cliente debe tener su ficha médica cargada en el perfil para poder ingresar.

### Criterios de aceptación

Escenario 1: Registro manual exitoso

```gherkin
Dado que el recepcionista ha iniciado sesión y el cliente Carlos Perez con DNI 44332211 posee una reserva para la clase de las 18.00hs de Yoga, tiene su cuota al dia y su ficha médica cargada.
Cuando el recepcionista busca el DNI ¨44332211¨ en el listado de la clase y presiona ""Confirmar Asistencia""
Entonces el sistema genera un registro de asistencia en el historial, descuenta el pase del cliente y actualiza el cupo de la sala.
```

Escenario 2: Intento de registro con cliente en mora

```gherkin
Dado que el cliente Carlos Gonzales con DNI 44332210 se encuentra a más de diez días de mora respecto a su fecha de pago.
Cuando el recepcionista ingresa el DNI 44332210
Entonces el sistema muestra el mensaje “El cliente no se encuentra al dia con el pago” y muestra un botón que redirige a la sección de pago
```

  
Escenario 3: Registro fallido por falta de ficha médica

```gherkin
Dado que el cliente “Lucia Rodriguez” con DNI “43434343” tiene reserva y pago al día, pero no ha cargado su ficha médica.
Cuando el recepcionista ingrese 43434343
Entonces el sistema informa que falta el documento obligatorio y no permite completar el registro de ingreso.
```

  
Escenario 4: Registro fallido por falta de reserva activa

```gherkin
Dado que el cliente “Carlos Gonzales” de DNI 44332210, no tiene una reserva para el dia y horario que se dicta actualmente.
Cuando el recepcionista ingrese el DNI 44332210
Entonces el sistema informa que el cliente no cuenta con reserva activa y no genera registro ni descuenta pases.
```

** Notar que recepcionista y dueño son administrativos **",,,,,juansegobia,Juan Segobia,juansegobia,Juan Segobia,juansegobia,Juan Segobia,New,False,,1.0,1.0,1.0,1.0,4.0,1776257155591996,1776257155591999,1776257155592001,2026-04-15 12:45:55.592006+00:00,2026-04-24 02:30:02.399265+00:00,,False,False,0,,,,,,,[],0,,,4
9159543,29,Ver historial de asistencia,"### ID: Listar historial de asistencia 

### Título

**Como** cliente

**quiero** listar mi historial

**para** ver a a las clases que asistí

### Reglas de negocio

\* 

### Criterios de aceptación

Escenario 1: Muestra de listado exitoso

```gherkin
Dado que el usuario se encuentra en su perfil

Cuando presione “Ver historial de asistencia”

Entonces el sistema muestra el listado de asistencia del cliente
```

Escenario 2: Aviso de listado vacío

```gherkin
Dado que el usuario se encuentra en su perfil y aun no asistió a ninguna clase

Cuando presione “Ver historial de asistencia”

Entonces el sistema informa que aún no asistió a ninguna clase.
```",,,,,juansegobia,Juan Segobia,juansegobia,Juan Segobia,juansegobia,Juan Segobia,New,False,,1.0,1.0,1.0,1.0,4.0,1776257175859951,1776257175859954,1776257175859955,2026-04-15 12:46:15.859959+00:00,2026-04-24 14:24:22.081225+00:00,,False,False,0,,,,,,,[],0,,,4
9160901,30,Reservar Clase abonado,"### ID: Reservar Clase abonado

### Titulo

\-**Como** Cliente abonado **quiero** reservar un día y horario fijo al pagar mi mensualidad **para** asegurar mi lugar en la actividad durante todo el mes

### Reglas de negocio

\- El cliente debe tener una membresía paga

### Criterios de aceptación

Escenario 1: Reserva exitosa

```plaintext
Dado que el cliente con DNI “22.222.222” se encuentra con una membresía paga y la clase de los martes a las 18:00 con cupo disponible
Cuando el cliente selecciona la clase “Martes 18:00”
Entonces el sistema inscribe al cliente y notifica que la reserva se realizo con exito.
```

Escenario 2: Reserva fallida por falta de pago

```plaintext
Dado que el cliente con DNI “22.222.222” no se encuentra con una membresía paga y la clase de los martes a las 18:00 con cupo disponible
Cuando el cliente selecciona la clase “Martes 18:00”
Entonces el sistema informa que no posee una membresía activa.
```",,,,,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,New,False,,1.0,1.0,1.0,1.0,4.0,1776280358394824,1776280358394827,1776280358394828,2026-04-15 19:12:38.394834+00:00,2026-04-24 00:51:33.326843+00:00,,False,False,0,,,,,,,[],0,,,3
9160905,31,Cancelar Reserva abonados,"### ID: Cancelar reserva abonados

### Titulo

\-**Como** Cliente abonado **quiero** cancelar mi reserva de un día particular **para** liberar el cupo.

### Reglas de negocio

*   Si la cancelación se realiza con más de 24 horas de antelación, el sistema devuelve un crédito del 20-25% para usar el próximo mes (dependiendo de la cantidad de clases del mes)

### Criterios de aceptación

Escenario 1: Cancelación exitosa de un cliente abonado con más de 24hs de antelación

```plaintext
Dado el cliente con DNI “22.222.222” se encuentra con una membresía activa y que posee una reserva para la clase con fecha “22-4-2026 18:00” que tiene comienzo en 30 horas
Cuando el cliente selecciona “Cancelar Reserva” y confirma la acción
Entonces el sistema libera el cupo, notifica a los clientes en cola de espera sobre la disponibilidad de la clase, acredita un bono de descuento equivalente al valor de una clase para el mes siguiente al cliente, notifica al cliente sobre la existencia de su crédito e informa que la cancelación se realizó con éxito.
```

Escenario 2: Cancelación exitosa con menos de 24hs de antelación

```plaintext
Dado el cliente con DNI “22.222.222” que posee una reserva para la clase con fecha “22-4-2026 18:00” y comiendo en 23hs
Cuando el Cliente selecciona “Cancelar Reserva” y confirma la acción
Entonces el sistema libera el cupo, notifica a los clientes en cola de espera sobre la disponibilidad de la clase e informa que no corresponde devolución debido a que la cancelación se realizó con menos de 24hs de antelación.
```",,,,,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,New,False,,1.0,1.0,1.0,1.0,4.0,1776280523893880,1776280523893883,1776280523893884,2026-04-15 19:15:23.893889+00:00,2026-04-24 13:18:43.896872+00:00,,False,False,0,,,,,,,[],0,,,3
9160906,32,Listar Clases,"### ID:  Listar clases 

### Titulo

*   Como Cliente quiero visualizar las clases disponibles para conocer las actividades y horarios disponibles

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Visualización del listado exitosa

```plaintext
Dado que el cliente con DNI “22.222.222”
Cuando selecciona “Ver Clases”
Entonces el sistema muestra una lista con todas las clases activas, detallando actividad, día, horario y profesor a cargo.
```",,,,,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,New,False,,1.0,1.0,1.0,1.0,4.0,1776280535325224,1776280535325227,1776280535325228,2026-04-15 19:15:35.325232+00:00,2026-04-24 01:07:11.552288+00:00,,False,False,0,,,,,,,[],0,,,3
9160911,33,Ver Historial de Reservas,"### ID: Ver historial de reservas

### Titulo

**Como** cliente **quiero** visualizar mi historial de reservas **para** llevar un control de mis asistencias.

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Visualización exitosa con reservas pasadas

```plaintext
Dado el cliente con DNI “22.222.222” que ha asistido a clases previas
Cuando selecciona “Mis reservas”
Entonces el sistema carga y le muestra un listado ordenado cronológicamente de todas las clases reservadas anteriormente.
```

Escenario 2: Visualización de historial sin reservas

```plaintext
Dado el cliente con DNI “22.222.222” que no ha asistido a clases previas
Cuando selecciona “Mis reservas”
Entonces el sistema carga y notifica al cliente que no posee reservas registradas en el historial.
```",,,,,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,New,False,,1.0,1.0,1.0,1.0,4.0,1776280630972269,1776280630972271,1776280630972273,2026-04-15 19:17:10.972278+00:00,2026-04-24 01:12:53.407225+00:00,,False,False,0,,,,,,,[],0,,,3
9160913,34,Filtrar Reserva por sede,"### ID: Filtrar Reserva por sede

### Titulo

*   **Como** cliente **quiero** filtrar mis reservas por sede **para** encontrar una rápidamente.

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Filtrado con éxito

```plaintext
Dado que el cliente se encuentra visualizando sus reservas y existe una sede en Chacabuco donde realizó reservas
Cuando selecciona el filtro de sede y elige “Chacabuco”
Entonces el sistema actualiza la lista y muestra únicamente las reservas con sede en Chacabuco.
```

Escenario 2: Filtrado con éxito sin resultados

```plaintext
Dado que el cliente se encuentra visualizando sus reservas y existe una sede en Chacabuco donde no realizó reservas
Cuando selecciona el filtro de sede y elige “Chacabuco”
Entonces el sistema informa “No se encontraron reservas”.
```",,,,,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,facundogerli,Facundo Gerli,New,False,,1.0,1.0,1.0,1.0,4.0,1776280661076836,1776280661076838,1776280661076839,2026-04-15 19:17:41.076843+00:00,2026-04-24 01:13:35.815806+00:00,,False,False,0,,,,,,,[],0,,,3
9172771,36,Eliminar Sala,"### ID: Eliminar Sala

### Titulo

**Como** recepcionista  
**quiero** eliminar una sala  
**para** prescindir de esta

### Reglas de negocio

*   No se pueden eliminar salas con clases asignadas

### Criterios de aceptación

Escenario 1: Eliminacion exitosa

```gherkin
Dado una sala ""A-01"" sin clases asignadas proximas.
Cuando se selecciona la sala ""A-01"" y se presiona ""Eliminar"".
Entonces el sistema informa que la sala fue eliminada exitosamente.
```

Escenario 2: Eliminacion fallida por clases asignadas

```gherkin
Dado una sala ""A-02"" con clases asignadas proximas.
Cuando se selecciona la sala ""A-02"" y se presiona ""Eliminar"".
Entonces el sistema informa que la sala aun tiene clases proximas.
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776632682728256,1776632682728258,1776632682728259,2026-04-19 21:04:42.728262+00:00,2026-04-22 01:55:35.824465+00:00,,False,False,0,,,,,,,[],0,,,9
9176748,37,Visualizar Reporte de Horarios más Seleccionados,"### ID: Visualizar Reporte de Horarios más Seleccionados

### Titulo

**Como** dueño    
**quiero** filtrar los horarios mas seleccionados     
**para** evaluar la demanda de horas pico

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Vista exitosa

```gherkin
Dado que existe un historial registrado de clases para el año ""2026"" para la categoria ""Todas las clases"".
Cuando se presiona ""Generar reporte."", se selecciona ""Horarios mas seleccionados."", se selecciona el año ""2026"" y se presiona ""Visualizar reporte"".
Entonces el sistema lista los horarios de las clases junto con la cantidad de asistencias totales a ese horario.
```

Escenario 2: Vista vacia

```gherkin
Dado que no existe un historial registrado de clases para el año ""2024"" para la categoria ""Todas las clases"".
Cuando se presiona ""Generar reporte."", se selecciona ""Horarios mas seleccionados."", se selecciona el año ""2024"" y se presiona ""Visualizar reporte"".
Entonces el sistema informa que no hubo inscripciones a la categoria ""Todas las clases"" durante el ""2024""
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776720359360525,1776720359360527,1776720359360528,2026-04-20 21:25:59.360532+00:00,2026-04-23 22:33:08.776770+00:00,,False,False,0,,,,,,,[],0,,,10
9176821,38,Visualizar Reporte de Dinero Ingresado,"### ID: Visualizar Reporte de Dinero Ingresado

### Titulo

**Como** administrador   
**quiero** filtrar el dinero ingresado   
**para** evaluar la rentabilidad del negocio

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Vista exitosa

```gherkin
Dado que existen ingresos registrados para el año ""2026"" para la categoria ""Todas las clases"".
Cuando se presiona ""Generar reporte."", se selecciona ""Ingresos Mensuales."", se selecciona el año ""2026"" y se presiona ""Visualizar reporte"".
Entonces el sistema lista todos los ingresos agrupados por mes del año ""2026"" de todas las categorias ordenados de mayor a menor por cantidad de ingresos mensuales.
```

Escenario 2: Vista vacia

```gherkin
Dado que no existen ingresos registrados para el año ""2024"" para la categoria ""Todas las clases"".
Cuando se presiona ""Generar reporte."", se selecciona ""Ingresos Mensuales."", se selecciona el año ""2024"" y se presiona ""Visualizar reporte"".
Entonces el sistema informa que no hay ingresos registrados en el año ""2024"".
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776721642202986,1776721642202988,1776721642202989,2026-04-20 21:47:22.202992+00:00,2026-04-22 12:01:23.372260+00:00,,False,False,0,,,,,,,[],0,,,10
9180131,39,Visualizar Reporte de Usuarios Nuevos,"### ID: Visualizar Reporte de Usuarios Nuevos

### Titulo

**Como** administrador  
**quiero** ver la cantidad de usuarios nuevos  
**para** evaluar el crecimiento del negocio

### Reglas de negocio

### Criterios de aceptación

Escenario 1: Vista exitosa

```gherkin
Dado que existen usuarios registrados para el año ""2026"" para la categoria ""Todas las clases"".
Cuando se presiona ""Generar reporte."", se selecciona ""Usuarios nuevos."", se selecciona el año ""2026"" y se presiona ""Visualizar reporte"".
Entonces el sistema muestra la cantidad de usuarios nuevos durante 2026 y debajo la cantidad por cada mes del año ordenados de mayor a menor por cantidad de usuarios nuevos.
```

Escenario 2: Vista vacia

```gherkin
Dado que no existen usuarios registrados para el año ""2023"" para la categoria ""Todas las clases"".
Cuando se presiona ""Generar reporte."", se selecciona ""Usuarios nuevos."", se selecciona el año ""2023"" y se presiona ""Visualizar reporte"".
Entonces el sistema informa que no existen usuarios nuevos en el año ""2023"".
```",,,,,alvaroauth,Alvaro,alvaroauth,Alvaro,alvaroauth,Alvaro,New,False,,1.0,1.0,1.0,1.0,4.0,1776790727117807,1776790727117810,1776790727117811,2026-04-21 16:58:47.117815+00:00,2026-04-22 01:54:14.740291+00:00,,False,False,0,,,,,,,[],0,,,10
9183383,40,Recuperar contraseña vía enlace,"### **ID: Recuperar contraseña vía enlace**

### **Titulo**

**Como** cliente **quiero** ingresar una nueva contraseña mediante el link recibido por mail **para** recuperar el acceso a mi cuenta

### **Reglas de negocio**

*   El enlace de recuperación tiene una vigencia de 48hs desde que se envía.

### **Criterios de aceptación**

Escenario 1: Recuperación de contraseña exitosa

```plaintext
Dado un cliente con email “usuario@gmail.com”, el enlace de recuperación que todavía no expiró y es válido, y la nueva contraseña “nueva789” que coincide con su confirmación “nueva789”...
Cuando se ingresa vía el enlace de recuperación, se ingresa la nueva contraseña ""nueva789"" y la confirmación ""nueva789"", y se presiona ""Confirmar""...
Entonces el sistema actualiza la contraseña, hace expirar el enlace de recuperación e informa ""Su contraseña ha sido restablecida con éxito"".
```

Escenario 2: Recuperación de contraseña fallida por enlace expirado

```plaintext
Dado un cliente con email “usuario@gmail.com” y el enlace de recuperación que ya expiró...
Cuando se ingresa vía el enlace de recuperación...
Entonces el sistema informa ""El enlace de recuperación ha expirado"".
```

Escenario 3: Recuperación de contraseña fallida por contraseñas que no coinciden

```plaintext
Dado un cliente con email ""usuario@gmail.com"", el enlace de recuperación que todavía no expiró, y la nueva contraseña ""nueva789"" que no coincide con su confirmación ""distinta123""...
Cuando se ingresa vía el enlace de recuperación, se ingresa la nueva contraseña ""nueva789"" y su confirmación ""distinta123"", y se presiona ""Confirmar""...
Entonces el sistema informa ""Las contraseñas no coinciden"".
```

Escenario 4: Recuperación de contraseña fallida por enlace inexistente

```plaintext
Dado un cliente con email ""usuario@gmail.com"" y el enlace de recuperación que es inexistente…
Cuando se ingresa vía el enlace de recuperación…
Entonces el sistema informa ""El enlace de recuperación es inválido"".
```",,,,,fededobal,Federico Dobal,fededobal,Federico Dobal,fededobal,Federico Dobal,New,False,,1.0,1.0,1.0,1.0,4.0,1776866436365136,1776866436365139,1776866436365141,2026-04-22 14:00:36.365147+00:00,2026-04-24 14:38:35.378285+00:00,,False,False,0,,,,,,,[],0,,,1
9183422,41,Listar pagos,"### ID: Listar pagos

### Titulo

**Como** administrativo **quiero** listar los pagos efectuados al centro **para** estar al tanto de su estado contable.

### Reglas de negocio

\-

### Criterios de aceptación

Escenario 1: Listado exitoso

```plaintext
Dado la existencia de pagos
Cuando se presiona “Ver pagos”...
Entonces el sistema muestra un listado de los pagos junto al botón “Generar comprobante”.
```

Escenario 2: Listado vacío

```plaintext
Dado que no existen pagos
Cuando se presiona “Ver pagos”...
Entonces el sistema informa “No se han encontrado pagos”.
```",,,,,fededobal,Federico Dobal,fededobal,Federico Dobal,fededobal,Federico Dobal,New,False,,1.0,1.0,1.0,1.0,4.0,1776866833387218,1776866833387221,1776866833387223,2026-04-22 14:07:13.387230+00:00,2026-04-23 21:07:24.088928+00:00,,False,False,0,,,,,,,[],0,,,2
